Email_ID,Sender_Domain_Reputation,Email_Subject_Type,URL_Legitimacy_Score,Attachment_Type,Email_Presentation,User_ID,Stress_Level,Curiosity_Index,Urgency_Trigger,Prior_Training,Email_Opened,Link_Clicked,Attachment_Downloaded,Reported_Phishing,Time_to_React
394,0.7764129607419968,Curiosity,0.20403563462889884,.pdf,Poorly_Formed,18,0.9277457330754073,0.7828486179866575,1,1,1,0,1,0,64.0
395,0.34080354025301784,Urgency,0.5550849493022862,.zip,Well_Formed,182,0.867702097919239,0.8455108108405605,0,1,1,0,1,0,270.0
396,0.9307573256035647,Fear,0.7330712960296748,none,Well_Formed,113,0.7076205857405353,0.7990821457719545,0,1,1,0,0,0,35.0
397,0.8584127518430118,Fear,0.615985450260179,.pdf,Poorly_Formed,171,0.10621382758845621,0.5084790353080261,1,0,0,0,0,0,
398,0.42899402737501835,Curiosity,0.18802473461541613,.zip,Well_Formed,39,0.775877254469693,0.23290183864948166,1,0,0,1,0,0,
399,0.7508710677914974,Curiosity,0.3553845686857394,.pdf,Well_Formed,189,0.807957328109019,0.8453299756887267,0,1,1,0,1,0,85.0
400,0.7545428740846823,Fear,0.7837917844853972,.zip,Well_Formed,170,0.7677646177143377,0.7271628097401385,0,1,1,0,1,0,293.0
401,0.10312386883593261,Urgency,0.5542265141320166,.zip,Poorly_Formed,79,0.11396588711924116,0.9807611743888516,1,0,0,0,1,0,
402,0.9025529066795667,Fear,0.005229613542912737,none,Poorly_Formed,146,0.6439079570677647,0.15569259775593292,0,1,0,0,0,0,
403,0.5052523724478571,Curiosity,0.7609907600280938,.zip,Well_Formed,151,0.8343247957493986,0.22566458305205506,0,0,0,0,0,0,
404,0.8264574661077416,Urgency,0.03531135494023907,.pdf,Poorly_Formed,182,0.5773534012196677,0.2117981498815027,0,0,0,0,0,0,
405,0.32004960103061175,Curiosity,0.7457337827312321,.pdf,Well_Formed,30,0.646407375228089,0.7925397676213367,0,0,1,0,1,0,136.0
406,0.8955232284962005,Urgency,0.2024805601652374,.zip,Poorly_Formed,98,0.4583634794263062,0.18690729645011817,1,0,0,0,0,0,
407,0.3892016787341631,Reward,0.9580734801193802,none,Well_Formed,58,0.5287073198840526,0.0666598298233061,0,1,0,0,0,0,
408,0.01083765148029836,Curiosity,0.3679407513020845,.zip,Poorly_Formed,196,0.034376858351725215,0.9985608065856286,1,0,0,0,1,0,
409,0.9053819764192637,Curiosity,0.3269316163380791,.pdf,Well_Formed,67,0.6389630219732846,0.024817211445149145,0,0,0,0,0,0,
410,0.09128667678613356,Fear,0.14888805033244468,.pdf,Poorly_Formed,71,0.08144721289115919,0.8352440601588657,0,1,0,0,1,1,
411,0.31931363759041487,Curiosity,0.3056042154902149,.zip,Poorly_Formed,146,0.4350145943402234,0.3653668415506528,1,1,0,0,0,1,
412,0.9500619670508049,Curiosity,0.8766507618282006,.zip,Poorly_Formed,106,0.2926550976674078,0.8416154597578153,0,1,0,0,1,1,
413,0.9506071469375561,Reward,0.9963343376272473,none,Poorly_Formed,7,0.5454279502117131,0.554620491211145,0,1,0,0,0,0,
414,0.5734378881232861,Curiosity,0.36830953050684834,none,Well_Formed,40,0.13341633552320709,0.9016312294863601,0,0,0,0,0,0,
415,0.6318372121697993,Reward,0.44861063095454257,.zip,Well_Formed,70,0.6916434019733182,0.9261929864146267,0,1,1,0,1,0,234.0
416,0.44844552197831977,Reward,0.722070938202737,.pdf,Poorly_Formed,193,0.7950115369284704,0.009098181280775997,0,1,0,0,0,0,
417,0.29321077169806453,Reward,0.8861957804650745,none,Well_Formed,68,0.1633544497431565,0.07541217599278827,1,1,0,0,0,1,
418,0.32866454536991596,Reward,0.5930443341867842,none,Poorly_Formed,49,0.10431308735188216,0.2503587295708555,1,0,0,0,0,0,
419,0.6725184560770384,Urgency,0.39152569817782934,.pdf,Well_Formed,52,0.14551548278735915,0.6693154163635017,1,0,0,0,0,0,
420,0.75237452943768,Fear,0.41262184084862374,.pdf,Well_Formed,114,0.8771275618985017,0.888272196511506,0,1,1,0,1,0,55.0
421,0.7915790437258485,Urgency,0.6956181464968069,.pdf,Well_Formed,107,0.5281892617563562,0.45994195129396276,0,0,0,0,0,0,
422,0.7896181427945539,Curiosity,0.0032182636042786816,none,Poorly_Formed,29,0.4672609960075026,0.6069731162742654,0,1,0,0,0,1,
423,0.09120610304869037,Urgency,0.6195893374598407,none,Well_Formed,149,0.10671181910235428,0.18849985279556114,0,1,0,0,0,1,
424,0.49442030470258147,Urgency,0.3554930104413574,.zip,Poorly_Formed,78,0.6495560067569618,0.8049668338816853,0,1,1,0,1,0,156.0
425,0.057558760016644284,Curiosity,0.7941973312770843,.pdf,Well_Formed,9,0.8679995918950899,0.9673281113534697,0,1,1,0,1,0,270.0
426,0.5495288823237355,Curiosity,0.09299063982313216,none,Poorly_Formed,175,0.828185869323453,0.26859893291459747,1,1,0,0,0,0,
427,0.441530501373377,Curiosity,0.5882022669483905,none,Well_Formed,76,0.6260547089808013,0.4948259516005463,0,0,0,0,0,0,
428,0.8877041827582998,Urgency,0.48097288988612374,none,Well_Formed,42,0.07527871665167363,0.0861161105063738,0,1,0,0,0,1,
429,0.3509150125520787,Urgency,0.6423255259052274,none,Well_Formed,179,0.11239702717601296,0.5591366564629684,1,1,0,0,0,1,
430,0.11706701642760586,Curiosity,0.06485359448296835,.pdf,Poorly_Formed,184,0.049308987109824676,0.5027834418466806,0,0,0,0,0,0,
431,0.14299168205283586,Fear,0.5799837874281313,.pdf,Well_Formed,179,0.2574792164924693,0.1444364841550776,1,0,0,0,0,0,
432,0.7615106317174722,Fear,0.5614845879595237,.pdf,Poorly_Formed,198,0.13566146716037775,0.44206621311807504,1,0,0,0,0,0,
433,0.6182180633162611,Reward,0.5606600944161709,.zip,Well_Formed,128,0.2600480402524339,0.33410465208656326,1,1,0,0,0,1,
434,0.10112267612279024,Curiosity,0.6034876665964548,.pdf,Poorly_Formed,20,0.3850580557189617,0.5218308753051893,0,0,0,0,0,0,
435,0.08410680611499743,Reward,0.6764679372263622,none,Poorly_Formed,155,0.9429827840711357,0.5856543354287992,1,1,1,1,0,0,258.0
436,0.70096913145912,Fear,0.8049889996807698,.zip,Well_Formed,166,0.6103760597816921,0.008495578607209509,0,0,0,0,0,0,
437,0.07276300636419353,Reward,0.26982072012821434,none,Poorly_Formed,72,0.8349737856829623,0.7610059829495553,1,0,1,1,0,0,111.0
438,0.8218600592903562,Curiosity,0.8250494101800621,.pdf,Poorly_Formed,65,0.7103515007123322,0.7130142918617408,0,1,1,0,1,0,299.0
439,0.7062422271564962,Curiosity,0.4982556822634536,none,Poorly_Formed,182,0.11250313052663174,0.3662863862065222,0,0,0,0,0,0,
440,0.08134878064189976,Curiosity,0.07705827913433116,.zip,Poorly_Formed,113,0.7359204063739488,0.05293593556881826,0,1,0,0,0,0,
441,0.08483771408519192,Urgency,0.0585509292439792,.zip,Well_Formed,24,0.27509888155912443,0.7549325397850504,0,1,0,0,1,1,
442,0.9866395785011755,Reward,0.3342383186960608,.pdf,Well_Formed,128,0.6391078469947064,0.9551751604781324,1,1,1,0,1,0,86.0
443,0.3742707957561203,Fear,0.7848969771114676,.zip,Poorly_Formed,175,0.3409619736429885,0.2401515960220142,1,0,0,0,0,0,
444,0.3706421470668909,Fear,0.7076809347409158,none,Poorly_Formed,199,0.9976722632646592,0.3235246137370379,1,1,1,1,0,0,244.0
445,0.8127995672575026,Fear,0.7886149646724064,none,Poorly_Formed,83,0.2635514794967778,0.18381288948181496,0,1,0,0,0,1,
446,0.9472485773838587,Urgency,0.5172690564416094,.zip,Poorly_Formed,63,0.27913047077426967,0.5769361233448397,1,1,0,0,0,1,
447,0.9860010638228709,Urgency,0.44019899795549056,.pdf,Well_Formed,185,0.9306722555623983,0.15484139464745494,0,0,0,0,0,0,
448,0.7533781852589416,Curiosity,0.14745252670628395,.pdf,Well_Formed,183,0.02464440463632267,0.35619394346137945,1,1,0,0,0,1,
449,0.37625958553091576,Fear,0.32819275360931155,.pdf,Poorly_Formed,60,0.6966889878731969,0.697013013934263,1,1,1,1,0,0,11.0
450,0.08350071669866876,Urgency,0.43401936617387527,none,Poorly_Formed,99,0.7253263907358781,0.5601159830093484,0,1,1,0,0,0,82.0
451,0.7771469159274368,Curiosity,0.08860042967961723,none,Poorly_Formed,62,0.8363785774103993,0.38646256432793524,1,0,1,0,0,0,69.0
452,0.558404249735805,Fear,0.22061195271121126,.pdf,Well_Formed,30,0.9744393106384753,0.4202496018075419,0,0,1,0,0,0,106.0
453,0.4242220092469763,Reward,0.5982252940637388,none,Well_Formed,22,0.9756019191566524,0.5621108826232295,0,0,1,0,0,0,291.0
454,0.906354385094736,Curiosity,0.7356631142391898,.pdf,Poorly_Formed,126,0.0652767575664639,0.005864727887161303,0,0,0,0,0,0,
455,0.11119748230615134,Urgency,0.9983475113929496,none,Poorly_Formed,157,0.8218393227529025,0.07850986845360985,0,0,0,0,0,0,
456,0.49262510429085915,Urgency,0.9331133313435577,.pdf,Well_Formed,169,0.6463099336573813,0.8812580677630116,1,0,1,0,1,0,52.0
457,0.011353644767419069,Curiosity,0.6425651995351915,none,Well_Formed,42,0.6473421343730912,0.07787898909129076,0,1,0,0,0,0,
458,0.46866064199412627,Curiosity,0.421248053294072,none,Poorly_Formed,98,0.1283499266146948,0.7068035962105051,0,0,0,0,0,0,
459,0.05630327568183735,Urgency,0.6361773647082327,.zip,Poorly_Formed,193,0.6501871664456533,0.9200381641090526,0,1,1,0,1,0,213.0
460,0.11881791626807192,Reward,0.785651618080232,none,Poorly_Formed,31,0.9824825806012478,0.2706836043017311,1,0,1,1,0,0,213.0
461,0.11752624677710488,Fear,0.11833619092338732,.zip,Well_Formed,158,0.911818569539447,0.37049143705951426,1,0,1,1,0,0,88.0
462,0.6492103021160636,Reward,0.40990488969628824,.pdf,Poorly_Formed,112,0.4391306608048505,0.5689214058447163,1,0,0,0,0,0,
463,0.7460448792654233,Curiosity,0.8398022856356172,.pdf,Poorly_Formed,146,0.03994797328609434,0.8817089696385847,1,0,0,0,1,0,
464,0.5833687650971596,Reward,0.383832951933044,none,Well_Formed,122,0.36229349000020483,0.9419055872604202,0,1,1,0,0,1,120.0
465,0.9621725484745419,Urgency,0.5718722712271865,none,Poorly_Formed,17,0.8263903116005552,0.7395632481112681,0,1,1,0,0,0,273.0
466,0.37487057952370406,Curiosity,0.5877693608621982,none,Well_Formed,38,0.701499101465166,0.08661976085469403,0,0,0,0,0,0,
467,0.28571208628186073,Fear,0.18447625313363936,none,Poorly_Formed,142,0.4593436555939564,0.6691541555348508,0,0,0,0,0,0,
468,0.8685991281894603,Urgency,0.3622354416522884,.pdf,Poorly_Formed,110,0.055101535158831094,0.41030372187266206,1,0,0,0,0,0,
469,0.22359583851945264,Urgency,0.33451128874193214,none,Well_Formed,184,0.4268947278233026,0.4707009994910616,0,1,0,0,0,1,
470,0.9632225394406113,Fear,0.026196708532064794,.pdf,Poorly_Formed,22,0.4690249397178835,0.04914839034517704,1,1,0,0,0,1,
471,0.012154474689816341,Fear,0.024191763891355245,.pdf,Well_Formed,195,0.928555532894136,0.19106213934635818,0,1,0,0,0,0,
472,0.969878826707639,Reward,0.8316970436757735,.zip,Well_Formed,56,0.6410861035821595,0.7905136075336477,0,1,1,0,1,0,48.0
473,0.04315991195057611,Curiosity,0.2730708099728124,none,Poorly_Formed,119,0.3116529166546489,0.4539588330478598,0,1,0,0,0,1,
474,0.8911431136980711,Fear,0.5180787662388154,none,Well_Formed,147,0.5253182644507214,0.30166224163114885,1,0,0,0,0,0,
475,0.5277011090862999,Fear,0.29872557358877305,.pdf,Poorly_Formed,57,0.06605530782216007,0.38401907396495816,1,0,0,0,0,0,
476,0.9929647961193003,Curiosity,0.9406792451153405,.zip,Well_Formed,172,0.9725682356497368,0.8543995133256802,1,1,1,0,1,0,294.0
477,0.07379656473539886,Fear,0.25929675886577375,none,Poorly_Formed,35,0.360059901930726,0.7489990174049569,0,1,0,0,0,1,
478,0.5538542844013208,Fear,0.4296568127389351,.zip,Well_Formed,114,0.4778673549131358,0.2723153971810828,1,1,0,0,0,1,
479,0.969302535619099,Reward,0.8727302504846018,none,Poorly_Formed,125,0.3552839742369226,0.11750184021237331,0,1,0,0,0,1,
480,0.5230978441701488,Urgency,0.8419335667918086,none,Poorly_Formed,129,0.6825117301162001,0.2519982216440717,0,0,0,0,0,0,
481,0.6293986381352625,Urgency,0.18610141784627732,.pdf,Well_Formed,52,0.662232158329593,0.9207564510547337,1,1,1,0,1,0,39.0
482,0.6957486889846172,Urgency,0.8026433097957104,.zip,Well_Formed,85,0.7153223105291356,0.5815888378497553,0,1,1,0,0,0,79.0
483,0.45454106476777323,Urgency,0.45818688673789265,none,Poorly_Formed,198,0.26814322961192083,0.5334802087447829,1,0,0,0,0,0,
484,0.6275580800840634,Fear,0.4829688720853552,none,Poorly_Formed,165,0.315668481164066,0.5963935996924615,0,1,0,0,0,1,
485,0.5843143119231002,Curiosity,0.13347997241594378,.pdf,Well_Formed,65,0.12525123109620795,0.36602826574651526,0,1,0,0,0,1,
486,0.901158010490989,Curiosity,0.08060151375712465,none,Well_Formed,179,0.6555099718461126,0.8071070203195128,1,0,1,0,0,0,259.0
487,0.04544638034145787,Reward,0.7279393069737652,.zip,Poorly_Formed,129,0.03979712733565255,0.5232862493002498,0,0,0,0,0,0,
488,0.2809631895922303,Reward,0.49646115235529975,.pdf,Poorly_Formed,21,0.5976823355234591,0.11674790276879554,1,0,0,1,0,0,
489,0.9504114840765587,Fear,0.43685070261517955,none,Poorly_Formed,181,0.8696958848516338,0.12906512482906296,0,1,0,0,0,0,
490,0.8902637838909163,Curiosity,0.7295082286523967,none,Well_Formed,16,0.8908321482896335,0.5368591465026183,1,0,1,0,0,0,168.0
491,0.45565675278571294,Curiosity,0.7655128989911097,.zip,Poorly_Formed,123,0.4490377603699617,0.9365702180708392,0,1,1,0,1,1,224.0
492,0.6201325978015367,Urgency,0.15890816766935356,none,Poorly_Formed,61,0.45930368821307377,0.30835212167619874,0,1,0,0,0,1,
493,0.2773811829811327,Fear,0.6102251494776413,.pdf,Well_Formed,54,0.07696918300801736,0.8695411688592183,0,0,0,0,1,0,
494,0.1881211597237613,Fear,0.13535408227768553,.pdf,Poorly_Formed,168,0.6707650254430357,0.7640955865788793,0,1,1,0,1,0,214.0
495,0.46369840493998216,Urgency,0.7513750860290457,.zip,Poorly_Formed,26,0.8212594203728455,0.24781244290690685,1,1,0,1,0,0,
496,0.3533522280260528,Fear,0.6569551562671395,none,Poorly_Formed,80,0.24465505460471304,0.036340748316242455,0,0,0,0,0,0,
497,0.5836561118508721,Fear,0.956614621083458,.zip,Poorly_Formed,65,0.42130088163336465,0.10184726514238274,0,0,0,0,0,0,
498,0.07773463696498484,Reward,0.06895801635642118,.pdf,Poorly_Formed,100,0.8388393367652703,0.7284939338474402,0,1,1,0,1,0,90.0
499,0.9743948076661665,Curiosity,0.05705472115125432,.zip,Well_Formed,74,0.877120467662288,0.1996697380406467,0,1,0,0,0,0,
500,0.9862107444796029,Fear,0.28218707469320015,none,Poorly_Formed,192,0.24317998026422594,0.3712709205053938,1,0,0,0,0,0,
501,0.6981617140197451,Reward,0.26170568373590597,.pdf,Well_Formed,171,0.5505706345413642,0.5016991660064248,1,0,0,0,0,0,
502,0.5360963663441204,Curiosity,0.24697879907199982,none,Well_Formed,17,0.19249315063582706,0.7254681684501628,0,0,0,0,0,0,
503,0.30952761628632774,Urgency,0.9062545805210367,.zip,Well_Formed,121,0.10187876413955654,0.11323122325912538,1,1,0,0,0,1,
504,0.8137950197069487,Reward,0.2495461998495061,.pdf,Poorly_Formed,187,0.9111205013919575,0.4063664052774615,0,0,1,0,0,0,290.0
505,0.6847311725538793,Reward,0.271949726128631,.pdf,Poorly_Formed,23,0.8205075042321092,0.4850729091426954,0,1,1,0,0,0,70.0
506,0.1626169393448913,Curiosity,0.7593982624179637,none,Poorly_Formed,135,0.7600349018031739,0.5408270639715397,1,1,1,1,0,0,9.0
507,0.9109271844938425,Urgency,0.44973984245054,none,Poorly_Formed,172,0.04876631881314042,0.8183606413952167,0,0,0,0,0,0,
508,0.822537242923169,Reward,0.7767105569551812,.zip,Poorly_Formed,181,0.8437287927102575,0.1716781950432169,1,1,0,0,0,0,
509,0.949799913291924,Fear,0.06536615756438524,.pdf,Well_Formed,71,0.43804407590538375,0.8078314518266223,1,0,1,0,1,0,110.0
510,0.72571950838836,Fear,0.4875711936733843,.zip,Poorly_Formed,108,0.34239512329585964,0.6928784276966522,0,1,0,0,0,1,
511,0.6134151959357899,Fear,0.03361360018328263,.pdf,Poorly_Formed,79,0.5464763610253764,0.5558708141989593,1,0,0,0,0,0,
512,0.4182430362906189,Urgency,0.06265320345535452,.zip,Poorly_Formed,162,0.09135324272355583,0.6995278704025719,1,1,0,0,0,1,
513,0.9327284833540133,Reward,0.906437453344411,.pdf,Well_Formed,46,0.7566465493523988,0.4120177389516564,0,1,0,0,0,0,
514,0.8660638895004084,Fear,0.13924537111759516,.pdf,Poorly_Formed,196,0.5824350768882959,0.13839758596812457,1,0,0,0,0,0,
515,0.04521867010618941,Urgency,0.5324206822752171,.pdf,Well_Formed,78,0.18659009687316752,0.6657652402653673,0,0,0,0,0,0,
516,0.026366974497252005,Fear,0.41109560260070654,.pdf,Poorly_Formed,16,0.1882321997690456,0.5246723066856223,1,0,0,0,0,0,
517,0.3764633668780496,Curiosity,0.3473433262588427,none,Well_Formed,71,0.18424865157267423,0.6393748005427755,1,0,0,0,0,0,
518,0.8105533307818329,Reward,0.8998333456872725,.pdf,Well_Formed,96,0.057002387551933986,0.33799878102849,0,1,0,0,0,1,
519,0.9872761293149445,Reward,0.0218233967754895,.zip,Poorly_Formed,147,0.5877984493716848,0.9068665773398359,0,1,1,0,1,0,293.0
520,0.15041689110352818,Urgency,0.6637896861755891,none,Poorly_Formed,2,0.8403481775885081,0.5873698685755769,1,0,1,1,0,0,172.0
521,0.5941307153521351,Urgency,0.9633944342135504,.zip,Poorly_Formed,10,0.0174982139873886,0.08540248429087383,0,1,0,0,0,1,
522,0.3808908566310215,Reward,0.5601681834618419,.pdf,Poorly_Formed,178,0.04900464497127355,0.44980399070442867,0,1,0,0,0,1,
523,0.9699143978146032,Fear,0.9368224620330918,.pdf,Well_Formed,125,0.5727702766869458,0.7563560547436343,0,1,1,0,1,0,275.0
524,0.8421189231357087,Fear,0.05225787928602377,.pdf,Well_Formed,81,0.8194956853860523,0.7941345617322724,0,0,1,0,1,0,118.0
525,0.8383287047111379,Curiosity,0.4187933190741614,.zip,Well_Formed,140,0.3267388905686336,0.49459705276375876,0,0,0,0,0,0,
526,0.4686931597949703,Fear,0.26015779096205116,.pdf,Well_Formed,70,0.34961439880772216,0.8947475708313011,0,0,1,0,1,0,59.0
527,0.4148195023376652,Urgency,0.7308209649807298,none,Poorly_Formed,150,0.5963464974967759,0.26766843719429756,0,1,0,0,0,0,
528,0.27340707193070624,Urgency,0.9812970904972467,.pdf,Poorly_Formed,32,0.274212889124147,0.4105986972382666,1,0,0,0,0,0,
529,0.056375496650927115,Fear,0.2565300624442478,.pdf,Well_Formed,105,0.02660836607768413,0.8985969105689701,0,0,0,0,1,0,
530,0.8647223762550532,Urgency,0.6541746014740745,.pdf,Poorly_Formed,84,0.7352285181015961,0.8962567164715789,0,0,1,0,1,0,276.0
531,0.8129010091300776,Reward,0.19809763275974013,.zip,Well_Formed,129,0.6256499129414531,0.6857127688246809,0,1,1,0,0,0,154.0
532,0.9997176732861306,Reward,0.5653302545716099,.pdf,Poorly_Formed,182,0.5807559990556591,0.8589805471222202,0,0,1,0,1,0,150.0
533,0.9966368370739054,Fear,0.4639324866883362,none,Poorly_Formed,58,0.7416841289918231,0.08877326695623267,0,0,0,0,0,0,
534,0.5554317056026274,Reward,0.9720053296315371,.zip,Well_Formed,198,0.6752308375620375,0.8649949762077763,0,0,1,0,1,0,290.0
535,0.7689874151805105,Reward,0.6085272726964666,.zip,Poorly_Formed,146,0.20588198817832115,0.32061990655022676,0,0,0,0,0,0,
536,0.944765729882428,Curiosity,0.3495063720868188,.zip,Well_Formed,134,0.35248104694335114,0.17833151242821632,1,1,0,0,0,1,
537,0.8496473906774115,Curiosity,0.11409578488793337,.pdf,Well_Formed,45,0.126110141678625,0.23936983634204634,1,0,0,0,0,0,
538,0.24734810174319766,Reward,0.15124682873493456,none,Well_Formed,97,0.12985701341788103,0.4179685080138871,1,0,0,0,0,0,
539,0.4505441353100935,Fear,0.2253169299512351,.zip,Well_Formed,23,0.6761957463565392,0.2511920046044672,1,1,0,0,0,0,
540,0.12915941515149498,Curiosity,0.250966661340298,.pdf,Well_Formed,23,0.8586001069824982,0.32056758601649904,1,0,0,1,0,0,
541,0.9540510272587224,Urgency,0.8506160578411378,.zip,Well_Formed,154,0.962732583861139,0.1349784860716421,0,0,0,0,0,0,
542,0.60617463445088,Urgency,0.5612227882825249,none,Poorly_Formed,135,0.6283471175494444,0.2961767655589985,1,1,0,0,0,0,
543,0.22864280550346272,Urgency,0.5233909113743664,.zip,Poorly_Formed,79,0.18410132336095697,0.5722838145420012,0,0,0,0,0,0,
544,0.6717006844058567,Fear,0.11476887186921747,.pdf,Well_Formed,44,0.1056503454489307,0.44185370809106395,1,0,0,0,0,0,
545,0.6181282404578958,Reward,0.860139693349435,none,Poorly_Formed,27,0.8128509715367578,0.34671876123591117,1,0,0,0,0,0,
546,0.3581627180328405,Urgency,0.7228143032084837,none,Poorly_Formed,26,0.5787564763599993,0.746452128857114,0,0,1,0,0,0,31.0
547,0.11355759219962902,Fear,0.06766836190000158,.pdf,Poorly_Formed,97,0.6182850210137198,0.8935099713933179,0,1,1,0,1,0,72.0
548,0.6715731955927996,Curiosity,0.7078350972297687,.pdf,Well_Formed,36,0.7814620887547092,0.756789222902397,0,1,1,0,1,0,282.0
549,0.5203077009037933,Reward,0.5435382173426461,.pdf,Well_Formed,109,0.7032772277324516,0.3320007021176792,1,1,0,0,0,0,
550,0.7723183917356393,Curiosity,0.08172534574677826,.zip,Poorly_Formed,55,0.8344582528560966,0.7444421678375537,1,0,1,0,1,0,113.0
551,0.5201635011119934,Fear,0.45830064152865646,.zip,Well_Formed,192,0.05621390545987848,0.1519801824740512,1,0,0,0,0,0,
552,0.8521815003185401,Urgency,0.484696287130047,.pdf,Well_Formed,185,0.7475206367465048,0.13031798809129091,0,1,0,0,0,0,
553,0.5519068387744855,Urgency,0.16577454016327575,.zip,Well_Formed,69,0.8508527573220954,0.34562703703615894,1,1,0,0,0,0,
554,0.5609379715353863,Fear,0.9456981470002823,.zip,Well_Formed,61,0.28613504245831434,0.807702369044057,0,0,0,0,1,0,
555,0.876653602658345,Urgency,0.8499753714806619,.pdf,Well_Formed,130,0.6404472739932529,0.24634824724230187,1,0,0,0,0,0,
556,0.40348286621239704,Reward,0.6690223373291083,none,Poorly_Formed,55,0.3141620638369721,0.06325340889867959,0,0,0,0,0,0,
557,0.13401522845064073,Fear,0.4622955610006072,.pdf,Well_Formed,122,0.957971066482454,0.1317095352063551,0,0,0,0,0,0,
558,0.028782676313338973,Curiosity,0.4117655415845085,.zip,Poorly_Formed,97,0.03342357243550376,0.8587449685295802,0,0,0,0,1,0,
559,0.755137255673619,Fear,0.6509734671509542,.zip,Well_Formed,80,0.579792843832955,0.6337832847472876,1,0,1,0,0,0,153.0
560,0.6203095513534647,Reward,0.5454318694069055,none,Well_Formed,87,0.1665035470495151,0.25320116336997667,1,1,0,0,0,1,
561,0.7040797680992236,Reward,0.062273105881885615,.zip,Poorly_Formed,38,0.7122202051771587,0.5552958253281813,0,1,1,0,0,0,145.0
562,0.21296416150891073,Fear,0.5125026487703317,.zip,Poorly_Formed,119,0.17589028341866209,0.5275796224253504,0,0,0,0,0,0,
563,0.13637147558676976,Fear,0.8064036172328395,.pdf,Well_Formed,78,0.23538326189835757,0.6554359784406613,1,0,0,0,0,0,
564,0.014544665667881929,Urgency,0.45923987759695806,.pdf,Poorly_Formed,157,0.4943708110457581,0.23318755442161632,0,1,0,0,0,1,
565,0.350587558806597,Reward,0.05195657755426841,.pdf,Well_Formed,154,0.9148349499968781,0.8644029871943977,1,0,1,1,1,0,299.0
566,0.5899176868546331,Fear,0.7862781993840331,.zip,Poorly_Formed,35,0.21171437214797084,0.30936856208001284,0,1,0,0,0,1,
567,0.3922440450997323,Fear,0.2013637821359744,.zip,Poorly_Formed,79,0.14424002111810352,0.6941316539762369,0,0,0,0,0,0,
568,0.43747492202372906,Reward,0.2586208348880388,none,Well_Formed,67,0.7589768318540306,0.01612464637221489,1,1,0,1,0,0,
569,0.9041586944937484,Fear,0.1647063534322959,.zip,Well_Formed,87,0.500619532333931,0.37265712989414723,1,0,0,0,0,0,
570,0.34825546702330035,Urgency,0.33021506487149754,.pdf,Well_Formed,157,0.9117851123817714,0.3517098179588083,0,0,1,0,0,0,55.0
571,0.5139894891598108,Reward,0.756751505688635,none,Poorly_Formed,34,0.14661455715984228,0.5434844285830145,0,0,0,0,0,0,
572,0.7836530127411431,Urgency,0.5193858595039373,.pdf,Well_Formed,97,0.6459278930230393,0.0727362617771965,1,0,0,0,0,0,
573,0.39654278232127016,Urgency,0.20488127415071256,.pdf,Well_Formed,169,0.23287914615181504,0.7901313737261083,0,0,0,0,1,0,
574,0.6220867002278735,Urgency,0.8778300781520408,.zip,Well_Formed,169,0.1567604286516393,0.21778080176756853,1,1,0,0,0,1,
575,0.8623637087467452,Urgency,0.8795818549515292,.pdf,Well_Formed,151,0.6834294151572705,0.6770378148820102,0,0,1,0,0,0,49.0
576,0.9495206236576421,Reward,0.8705784250460069,none,Well_Formed,71,0.5936846199087332,0.8032121232440932,0,0,1,0,0,0,249.0
577,0.14707348092903794,Urgency,0.23879621138153928,none,Poorly_Formed,3,0.7548274583623312,0.5618769562415131,1,1,1,1,0,0,288.0
578,0.9265876251614944,Urgency,0.4512393441809881,.zip,Poorly_Formed,58,0.30946257644618236,0.7408832067219855,1,1,0,0,1,1,
579,0.4921162930795382,Fear,0.9849896561408751,.zip,Well_Formed,32,0.44797165638218994,0.6618603122150055,0,1,0,0,0,1,
580,0.25824438829895835,Reward,0.7720124763099904,none,Poorly_Formed,31,0.4054716763304185,0.3555297971520076,1,1,0,0,0,1,
581,0.4591357562382613,Reward,0.027167421225559818,none,Well_Formed,82,0.9840894639665142,0.8088585390335653,0,0,1,0,0,0,66.0
582,0.980032575285477,Curiosity,0.06520459126049205,none,Poorly_Formed,43,0.2922489567393879,0.294701369885528,0,1,0,0,0,1,
583,0.4926180939928696,Reward,0.46393137681233276,.zip,Well_Formed,135,0.2948172383467669,0.5712129177515172,1,1,0,0,0,1,
584,0.3287516102875082,Reward,0.9092202058615602,.pdf,Well_Formed,105,0.3545482088286074,0.7453977391415395,1,1,0,0,1,1,
585,0.6334008543167258,Curiosity,0.5387017979527142,none,Poorly_Formed,1,0.5645940812903215,0.3789559098125076,1,0,0,0,0,0,
586,0.24014561877819307,Reward,0.4978125080342902,.pdf,Poorly_Formed,61,0.25232274426374524,0.30276760761742505,0,0,0,0,0,0,
587,0.07586332810866392,Reward,0.10547369995663058,.pdf,Poorly_Formed,14,0.9152899403792739,0.4593460101728227,0,0,1,0,0,0,281.0
588,0.12887972191064923,Reward,0.656780104724294,.zip,Well_Formed,180,0.2656855648662635,0.8179634943491536,0,1,0,0,1,1,
589,0.12804583895777244,Reward,0.8221031606002255,.pdf,Well_Formed,6,0.8958157315601947,0.9299217631456648,0,1,1,0,1,0,119.0
590,0.15190269351229435,Curiosity,0.38042000750756233,.zip,Poorly_Formed,103,0.10347506364658465,0.5450834128598901,1,1,0,0,0,1,
